Target,Model Variant,Feature Set,Scope,Bucket,Rows,Success Rate,Overall Base Rate,Lift
T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,POOLED_OOS,TOP_20_PERCENT,1418,0.399858956276,0.325338600451,1.2290547624
T2_BEFORE_STOP_63,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,POOLED_OOS,BOTTOM_20_PERCENT,1418,0.271509167842,0.325338600451,0.834543357183
T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,POOLED_OOS,TOP_10_PERCENT,709,0.440056417489,0.325338600451,1.35261053216
T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,POOLED_OOS,TOP_20_PERCENT,1418,0.397038081805,0.325338600451,1.22038418206
T2_BEFORE_STOP_63,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,POOLED_OOS,BOTTOM_20_PERCENT,1418,0.279266572638,0.325338600451,0.858387453103
T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,POOLED_OOS,TOP_10_PERCENT,709,0.32581100141,0.325338600451,1.00145202862
T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,POOLED_OOS,TOP_20_PERCENT,1418,0.352609308886,0.325338600451,1.0838225418
T2_BEFORE_STOP_63,LOGIT_RULE,FS1_RULE_SUMMARY,POOLED_OOS,BOTTOM_20_PERCENT,1418,0.288434414669,0.325338600451,0.886566839189
T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,POOLED_OOS,TOP_10_PERCENT,709,0.478138222849,0.325338600451,1.46966336668
T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,POOLED_OOS,TOP_20_PERCENT,1418,0.416784203103,0.325338600451,1.2810782444
T2_BEFORE_STOP_63,RF_FULL,FS3_FULL_SIGNAL_STATE,POOLED_OOS,BOTTOM_20_PERCENT,1418,0.310296191819,0.325338600451,0.953763836781
ENTRY_FILLED,DUMMY_PRIOR,NONE,2016-2020,TOP_10_PERCENT,404,0.777227722772,0.758056519584,1.02528993907
